player_name,match_date,opponent_team,venue,runs_scored,balls_faced,strike_rate,fours,sixes
AB de Villiers,2019-05-01,Chennai Super Kings,"DY Patil Stadium, Mumbai",56,30,186.67,4,1
Kieron Pollard,2019-05-04,Punjab Kings,"DY Patil Stadium, Mumbai",45,33,136.36,3,1
AB de Villiers,2019-05-04,Punjab Kings,"M.A. Chidambaram Stadium, Chennai",46,33,139.39,5,4
Sanju Samson,2019-05-07,Chennai Super Kings,"M. Chinnaswamy Stadium, Bangalore",51,33,154.55,5,1
Rohit Sharma,2019-05-07,Mumbai Indians,"Maharashtra Cricket Association Stadium, Pune",68,56,121.43,3,5
KL Rahul,2019-05-07,Kolkata Knight Riders,"IS Bindra Stadium, Mohali",53,39,135.9,5,2
Jos Buttler,2019-05-10,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",59,39,151.28,7,3
Shubman Gill,2019-05-16,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",57,44,129.55,6,4
Hardik Pandya,2019-05-19,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Hyderabad",69,42,164.29,4,1
Quinton de Kock,2019-05-19,Mumbai Indians,"Eden Gardens, Kolkata",18,9,200.0,1,1
Virat Kohli,2019-05-19,Rajasthan Royals,"Maharashtra Cricket Association Stadium, Pune",47,36,130.56,3,1
Virat Kohli,2019-05-19,Mumbai Indians,"M.A. Chidambaram Stadium, Chennai",45,28,160.71,2,3
Andre Russell,2019-05-25,Kolkata Knight Riders,"Sawai Mansingh Stadium, Jaipur",19,5,380.0,2,1
Shubman Gill,2019-05-25,Kolkata Knight Riders,"DY Patil Stadium, Mumbai",37,32,115.62,1,3
Hardik Pandya,2019-05-25,Punjab Kings,"IS Bindra Stadium, Mohali",26,15,173.33,3,1
KL Rahul,2019-05-25,Kolkata Knight Riders,"IS Bindra Stadium, Mohali",39,34,114.71,2,0
Sanju Samson,2019-05-31,Chennai Super Kings,"M. Chinnaswamy Stadium, Bangalore",63,40,157.5,3,4
Jos Buttler,2019-05-31,Sunrisers Hyderabad,"Maharashtra Cricket Association Stadium, Pune",72,48,150.0,6,2
Hardik Pandya,2019-05-31,Punjab Kings,"Maharashtra Cricket Association Stadium, Pune",31,21,147.62,4,2
Hardik Pandya,2019-05-31,Punjab Kings,"IS Bindra Stadium, Mohali",51,36,141.67,5,3
Ishan Kishan,2019-05-31,Delhi Capitals,"DY Patil Stadium, Mumbai",14,12,116.67,0,0
Quinton de Kock,2019-05-31,Mumbai Indians,"Eden Gardens, Kolkata",20,11,181.82,2,0
Rishabh Pant,2019-06-03,Royal Challengers Bangalore,"M. Chinnaswamy Stadium, Bangalore",28,19,147.37,2,2
Sanju Samson,2019-06-03,Royal Challengers Bangalore,"M. Chinnaswamy Stadium, Bangalore",83,64,129.69,6,7
Quinton de Kock,2019-06-03,Delhi Capitals,"M. Chinnaswamy Stadium, Bangalore",26,21,123.81,2,1
Shubman Gill,2019-06-06,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",38,33,115.15,2,1
David Warner,2019-06-09,Rajasthan Royals,"Rajiv Gandhi International Stadium, Hyderabad",67,44,152.27,3,1
Jos Buttler,2019-06-09,Delhi Capitals,"Maharashtra Cricket Association Stadium, Pune",0,1,0.0,0,0
Faf du Plessis,2019-06-09,Mumbai Indians,"Rajiv Gandhi International Stadium, Hyderabad",50,42,119.05,6,3
Dinesh Karthik,2019-06-09,Chennai Super Kings,"M. Chinnaswamy Stadium, Bangalore",42,26,161.54,6,2
Ambati Rayudu,2019-06-12,Punjab Kings,"M.A. Chidambaram Stadium, Chennai",24,13,184.62,3,2
Ambati Rayudu,2019-06-12,Sunrisers Hyderabad,"Sawai Mansingh Stadium, Jaipur",40,34,117.65,4,1
Ambati Rayudu,2019-06-15,Rajasthan Royals,"M.A. Chidambaram Stadium, Chennai",42,34,123.53,3,1
Andre Russell,2019-06-15,Chennai Super Kings,"Wankhede Stadium, Mumbai",48,26,184.62,5,4
Virat Kohli,2019-06-15,Chennai Super Kings,"DY Patil Stadium, Mumbai",22,16,137.5,2,1
Ambati Rayudu,2019-06-18,Sunrisers Hyderabad,"Eden Gardens, Kolkata",21,18,116.67,2,0
MS Dhoni,2019-06-18,Mumbai Indians,"M. Chinnaswamy Stadium, Bangalore",18,7,257.14,1,1
Faf du Plessis,2019-06-21,Royal Challengers Bangalore,"DY Patil Stadium, Mumbai",0,5,0.0,0,0
Shubman Gill,2019-06-24,Kolkata Knight Riders,"M. Chinnaswamy Stadium, Bangalore",39,25,156.0,5,2
Dinesh Karthik,2019-06-24,Mumbai Indians,"Sawai Mansingh Stadium, Jaipur",28,18,155.56,3,2
Kieron Pollard,2019-06-27,Punjab Kings,"Wankhede Stadium, Mumbai",13,8,162.5,0,0
Ambati Rayudu,2019-06-30,Mumbai Indians,"M. Chinnaswamy Stadium, Bangalore",20,11,181.82,2,1
Rishabh Pant,2019-06-30,Mumbai Indians,"Arun Jaitley Stadium, Delhi",31,25,124.0,2,3
Rishabh Pant,2019-06-30,Mumbai Indians,"M.A. Chidambaram Stadium, Chennai",43,32,134.38,5,3
Kieron Pollard,2019-06-30,Royal Challengers Bangalore,"M.A. Chidambaram Stadium, Chennai",85,52,163.46,9,3
MS Dhoni,2019-07-03,Punjab Kings,"Rajiv Gandhi International Stadium, Hyderabad",32,22,145.45,1,1
Virat Kohli,2019-07-03,Rajasthan Royals,"DY Patil Stadium, Mumbai",49,34,144.12,5,3
AB de Villiers,2019-07-03,Punjab Kings,"Arun Jaitley Stadium, Delhi",44,30,146.67,3,1
Jos Buttler,2019-07-06,Mumbai Indians,"Wankhede Stadium, Mumbai",0,5,0.0,0,0
KL Rahul,2019-07-09,Chennai Super Kings,"Eden Gardens, Kolkata",70,52,134.62,7,3
Ishan Kishan,2019-07-09,Rajasthan Royals,"Eden Gardens, Kolkata",15,6,250.0,0,1
KL Rahul,2019-07-12,Rajasthan Royals,"Eden Gardens, Kolkata",49,42,116.67,6,3
AB de Villiers,2019-07-12,Kolkata Knight Riders,"M.A. Chidambaram Stadium, Chennai",62,38,163.16,4,3
Kieron Pollard,2019-07-12,Rajasthan Royals,"Maharashtra Cricket Association Stadium, Pune",32,16,200.0,4,0
Virat Kohli,2019-07-15,Kolkata Knight Riders,"DY Patil Stadium, Mumbai",52,33,157.58,5,1
AB de Villiers,2019-07-15,Royal Challengers Bangalore,"Arun Jaitley Stadium, Delhi",67,41,163.41,8,4
Rishabh Pant,2019-07-15,Mumbai Indians,"IS Bindra Stadium, Mohali",52,31,167.74,5,2
Quinton de Kock,2019-07-15,Delhi Capitals,"M.A. Chidambaram Stadium, Chennai",62,46,134.78,3,4
Andre Russell,2019-07-18,Mumbai Indians,"Maharashtra Cricket Association Stadium, Pune",64,38,168.42,3,6
Shubman Gill,2019-07-18,Kolkata Knight Riders,"M.A. Chidambaram Stadium, Chennai",14,7,200.0,1,1
Virat Kohli,2019-07-18,Royal Challengers Bangalore,"M.A. Chidambaram Stadium, Chennai",53,41,129.27,4,4
Glenn Maxwell,2019-07-21,Royal Challengers Bangalore,"Maharashtra Cricket Association Stadium, Pune",43,25,172.0,3,1
Jos Buttler,2019-07-21,Delhi Capitals,"Eden Gardens, Kolkata",0,1,0.0,0,0
Ishan Kishan,2019-07-21,Mumbai Indians,"Sawai Mansingh Stadium, Jaipur",10,8,125.0,1,0
Ishan Kishan,2019-07-21,Mumbai Indians,"Wankhede Stadium, Mumbai",60,41,146.34,6,3
Faf du Plessis,2019-07-24,Mumbai Indians,"Wankhede Stadium, Mumbai",13,11,118.18,1,1
Sanju Samson,2019-07-24,Delhi Capitals,"Maharashtra Cricket Association Stadium, Pune",59,47,125.53,3,4
Andre Russell,2019-07-24,Rajasthan Royals,"Eden Gardens, Kolkata",53,33,160.61,4,1
Sanju Samson,2019-07-27,Delhi Capitals,"M.A. Chidambaram Stadium, Chennai",36,24,150.0,2,1
Suresh Raina,2019-07-30,Chennai Super Kings,"M. Chinnaswamy Stadium, Bangalore",23,14,164.29,2,0
Hardik Pandya,2019-07-30,Kolkata Knight Riders,"IS Bindra Stadium, Mohali",13,13,100.0,1,1
Glenn Maxwell,2019-08-02,Royal Challengers Bangalore,"IS Bindra Stadium, Mohali",17,14,121.43,0,0
Rishabh Pant,2019-08-02,Rajasthan Royals,"Rajiv Gandhi International Stadium, Hyderabad",10,4,250.0,0,0
Ambati Rayudu,2019-08-05,Kolkata Knight Riders,"Arun Jaitley Stadium, Delhi",38,30,126.67,2,1
Shubman Gill,2019-08-05,Royal Challengers Bangalore,"Maharashtra Cricket Association Stadium, Pune",64,53,120.75,3,2
AB de Villiers,2019-08-05,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Hyderabad",65,42,154.76,7,3
Hardik Pandya,2019-08-08,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",23,18,127.78,2,0
MS Dhoni,2019-08-08,Kolkata Knight Riders,"M. Chinnaswamy Stadium, Bangalore",47,35,134.29,3,4
Suresh Raina,2019-08-11,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",18,8,225.0,1,1
Virat Kohli,2019-08-14,Delhi Capitals,"M. Chinnaswamy Stadium, Bangalore",18,11,163.64,1,0
David Warner,2019-08-14,Mumbai Indians,"Rajiv Gandhi International Stadium, Hyderabad",28,16,175.0,1,1
AB de Villiers,2019-08-14,Sunrisers Hyderabad,"IS Bindra Stadium, Mohali",36,24,150.0,5,3
Rohit Sharma,2019-08-17,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Hyderabad",31,23,134.78,2,1
KL Rahul,2019-08-23,Chennai Super Kings,"Rajiv Gandhi International Stadium, Hyderabad",68,55,123.64,9,4
David Warner,2019-08-23,Delhi Capitals,"Rajiv Gandhi International Stadium, Hyderabad",45,28,160.71,5,3
Suresh Raina,2019-08-26,Royal Challengers Bangalore,"Eden Gardens, Kolkata",6,9,66.67,0,0
Sanju Samson,2019-08-26,Punjab Kings,"Arun Jaitley Stadium, Delhi",0,5,0.0,0,0
Glenn Maxwell,2019-09-01,Punjab Kings,"M. Chinnaswamy Stadium, Bangalore",22,13,169.23,1,1
Hardik Pandya,2019-09-04,Chennai Super Kings,"M.A. Chidambaram Stadium, Chennai",55,36,152.78,8,5
KL Rahul,2019-09-04,Delhi Capitals,"M.A. Chidambaram Stadium, Chennai",39,34,114.71,4,1
Hardik Pandya,2019-09-04,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Hyderabad",25,14,178.57,2,1
Dinesh Karthik,2019-09-07,Sunrisers Hyderabad,"DY Patil Stadium, Mumbai",31,18,172.22,3,2
Faf du Plessis,2019-09-07,Chennai Super Kings,"M.A. Chidambaram Stadium, Chennai",42,31,135.48,5,3
Virat Kohli,2019-09-10,Punjab Kings,"M. Chinnaswamy Stadium, Bangalore",73,50,146.0,5,6
Rishabh Pant,2019-09-13,Chennai Super Kings,"Wankhede Stadium, Mumbai",67,49,136.73,5,3
Kieron Pollard,2019-09-13,Sunrisers Hyderabad,"M. Chinnaswamy Stadium, Bangalore",8,5,160.0,0,0
Suresh Raina,2019-09-13,Punjab Kings,"Maharashtra Cricket Association Stadium, Pune",29,20,145.0,1,0
Faf du Plessis,2019-09-16,Sunrisers Hyderabad,"M.A. Chidambaram Stadium, Chennai",46,35,131.43,6,4
Kieron Pollard,2019-09-16,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",28,22,127.27,3,1
AB de Villiers,2019-09-16,Kolkata Knight Riders,"Maharashtra Cricket Association Stadium, Pune",23,17,135.29,1,2
Jos Buttler,2019-09-16,Rajasthan Royals,"IS Bindra Stadium, Mohali",67,44,152.27,9,5
Virat Kohli,2019-09-19,Delhi Capitals,"Sawai Mansingh Stadium, Jaipur",56,42,133.33,5,3
Rishabh Pant,2019-09-19,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Hyderabad",15,9,166.67,2,1
Hardik Pandya,2019-09-22,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",21,15,140.0,1,1
Ambati Rayudu,2019-09-22,Mumbai Indians,"Wankhede Stadium, Mumbai",0,3,0.0,0,0
David Warner,2019-09-25,Rajasthan Royals,"DY Patil Stadium, Mumbai",41,26,157.69,2,1
Suresh Raina,2019-09-25,Chennai Super Kings,"M. Chinnaswamy Stadium, Bangalore",36,21,171.43,4,2
Ambati Rayudu,2019-09-25,Mumbai Indians,"M.A. Chidambaram Stadium, Chennai",11,9,122.22,1,0
Shubman Gill,2019-09-25,Punjab Kings,"Wankhede Stadium, Mumbai",98,80,122.5,5,7
Suresh Raina,2019-09-28,Delhi Capitals,"DY Patil Stadium, Mumbai",44,36,122.22,5,1
MS Dhoni,2019-09-28,Mumbai Indians,"M. Chinnaswamy Stadium, Bangalore",58,43,134.88,7,3
David Warner,2019-10-04,Kolkata Knight Riders,"M.A. Chidambaram Stadium, Chennai",24,22,109.09,2,1
Hardik Pandya,2019-10-04,Sunrisers Hyderabad,"DY Patil Stadium, Mumbai",31,16,193.75,2,2
David Warner,2019-10-04,Royal Challengers Bangalore,"Maharashtra Cricket Association Stadium, Pune",41,29,141.38,2,2
KL Rahul,2019-10-04,Mumbai Indians,"Maharashtra Cricket Association Stadium, Pune",2,1,200.0,0,0
KL Rahul,2019-10-04,Punjab Kings,"Eden Gardens, Kolkata",65,48,135.42,7,1
Hardik Pandya,2019-10-04,Delhi Capitals,"M. Chinnaswamy Stadium, Bangalore",25,15,166.67,3,1
Ishan Kishan,2019-10-04,Mumbai Indians,"Arun Jaitley Stadium, Delhi",32,23,139.13,3,2
KL Rahul,2019-10-07,Delhi Capitals,"Wankhede Stadium, Mumbai",61,46,132.61,5,4
Jos Buttler,2019-10-07,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",46,30,153.33,5,2
KL Rahul,2019-10-10,Punjab Kings,"Rajiv Gandhi International Stadium, Hyderabad",27,20,135.0,3,1
Ishan Kishan,2019-10-10,Royal Challengers Bangalore,"M.A. Chidambaram Stadium, Chennai",28,24,116.67,3,2
Andre Russell,2019-10-10,Delhi Capitals,"M.A. Chidambaram Stadium, Chennai",30,17,176.47,1,1
Dinesh Karthik,2019-10-10,Mumbai Indians,"Maharashtra Cricket Association Stadium, Pune",9,9,100.0,0,0
MS Dhoni,2019-10-13,Kolkata Knight Riders,"Arun Jaitley Stadium, Delhi",48,34,141.18,4,4
Sanju Samson,2019-10-13,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Hyderabad",59,39,151.28,6,1
Rohit Sharma,2019-10-13,Rajasthan Royals,"Wankhede Stadium, Mumbai",75,55,136.36,9,2
David Warner,2019-10-16,Chennai Super Kings,"Arun Jaitley Stadium, Delhi",28,15,186.67,3,0
KL Rahul,2019-10-16,Chennai Super Kings,"IS Bindra Stadium, Mohali",44,31,141.94,2,4
Shubman Gill,2019-10-16,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",31,23,134.78,3,1
David Warner,2019-10-19,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",40,33,121.21,4,2
Ambati Rayudu,2019-10-19,Chennai Super Kings,"M. Chinnaswamy Stadium, Bangalore",56,39,143.59,3,3
Rishabh Pant,2019-10-22,Mumbai Indians,"IS Bindra Stadium, Mohali",30,25,120.0,1,2
Rishabh Pant,2019-10-22,Royal Challengers Bangalore,"IS Bindra Stadium, Mohali",39,24,162.5,2,2
Dinesh Karthik,2019-10-25,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Hyderabad",2,1,200.0,0,0
Ambati Rayudu,2019-10-25,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",6,1,600.0,0,0
Jos Buttler,2019-10-28,Delhi Capitals,"Sawai Mansingh Stadium, Jaipur",15,8,187.5,1,0
Shubman Gill,2019-10-28,Delhi Capitals,"Arun Jaitley Stadium, Delhi",31,27,114.81,2,1
Faf du Plessis,2019-10-31,Kolkata Knight Riders,"DY Patil Stadium, Mumbai",69,51,135.29,7,1
Kieron Pollard,2019-11-03,Royal Challengers Bangalore,"Arun Jaitley Stadium, Delhi",37,20,185.0,4,2
Rohit Sharma,2019-11-03,Delhi Capitals,"DY Patil Stadium, Mumbai",38,26,146.15,4,1
Jos Buttler,2019-11-03,Delhi Capitals,"M. Chinnaswamy Stadium, Bangalore",68,45,151.11,6,6
Kieron Pollard,2019-11-03,Royal Challengers Bangalore,"Eden Gardens, Kolkata",56,39,143.59,5,1
Hardik Pandya,2019-11-03,Rajasthan Royals,"Rajiv Gandhi International Stadium, Hyderabad",60,38,157.89,6,5
Rishabh Pant,2019-11-09,Punjab Kings,"Maharashtra Cricket Association Stadium, Pune",1,1,100.0,0,0
Faf du Plessis,2019-11-12,Chennai Super Kings,"M.A. Chidambaram Stadium, Chennai",53,37,143.24,6,1
MS Dhoni,2019-11-15,Royal Challengers Bangalore,"M.A. Chidambaram Stadium, Chennai",77,51,150.98,10,3
Faf du Plessis,2019-11-15,Royal Challengers Bangalore,"M.A. Chidambaram Stadium, Chennai",62,43,144.19,7,1
KL Rahul,2019-11-15,Sunrisers Hyderabad,"Arun Jaitley Stadium, Delhi",25,23,108.7,3,1
Quinton de Kock,2019-11-18,Sunrisers Hyderabad,"M. Chinnaswamy Stadium, Bangalore",20,11,181.82,2,0
Andre Russell,2019-11-18,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",16,13,123.08,1,1
Shubman Gill,2019-11-21,Mumbai Indians,"DY Patil Stadium, Mumbai",5,8,62.5,0,0
Hardik Pandya,2019-11-21,Delhi Capitals,"M.A. Chidambaram Stadium, Chennai",43,28,153.57,6,1
Ambati Rayudu,2019-11-21,Rajasthan Royals,"DY Patil Stadium, Mumbai",52,44,118.18,6,3
Suresh Raina,2019-11-21,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Hyderabad",6,1,600.0,0,0
Ishan Kishan,2019-11-24,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Hyderabad",81,54,150.0,11,6
Suresh Raina,2019-11-27,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",31,25,124.0,2,1
Virat Kohli,2019-11-30,Sunrisers Hyderabad,"IS Bindra Stadium, Mohali",44,28,157.14,6,1
MS Dhoni,2019-12-03,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",32,19,168.42,1,2
Quinton de Kock,2019-12-03,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",46,39,117.95,3,0
Rohit Sharma,2019-12-03,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",45,37,121.62,6,3
David Warner,2019-12-03,Punjab Kings,"Wankhede Stadium, Mumbai",55,41,134.15,3,2
Jos Buttler,2019-12-12,Chennai Super Kings,"Rajiv Gandhi International Stadium, Hyderabad",73,44,165.91,5,5
Hardik Pandya,2019-12-12,Punjab Kings,"M.A. Chidambaram Stadium, Chennai",17,12,141.67,1,1
Shubman Gill,2019-12-15,Delhi Capitals,"IS Bindra Stadium, Mohali",0,4,0.0,0,0
KL Rahul,2019-12-15,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",53,43,123.26,4,4
Ishan Kishan,2019-12-18,Rajasthan Royals,"M. Chinnaswamy Stadium, Bangalore",35,20,175.0,4,1
Rohit Sharma,2019-12-18,Chennai Super Kings,"IS Bindra Stadium, Mohali",14,13,107.69,1,1
Rishabh Pant,2019-12-18,Kolkata Knight Riders,"M. Chinnaswamy Stadium, Bangalore",52,36,144.44,5,3
Dinesh Karthik,2019-12-18,Mumbai Indians,"DY Patil Stadium, Mumbai",16,15,106.67,2,0
Kieron Pollard,2019-12-24,Royal Challengers Bangalore,"Sawai Mansingh Stadium, Jaipur",34,18,188.89,1,1
Hardik Pandya,2019-12-24,Mumbai Indians,"Rajiv Gandhi International Stadium, Hyderabad",46,30,153.33,6,2
AB de Villiers,2019-12-24,Kolkata Knight Riders,"Arun Jaitley Stadium, Delhi",22,8,275.0,1,1
AB de Villiers,2019-12-24,Punjab Kings,"M. Chinnaswamy Stadium, Bangalore",51,30,170.0,6,3
Andre Russell,2019-12-24,Chennai Super Kings,"M. Chinnaswamy Stadium, Bangalore",17,8,212.5,1,0
AB de Villiers,2019-12-27,Chennai Super Kings,"M. Chinnaswamy Stadium, Bangalore",60,38,157.89,4,5
Hardik Pandya,2019-12-27,Delhi Capitals,"Wankhede Stadium, Mumbai",21,10,210.0,1,1
Andre Russell,2019-12-30,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",47,27,174.07,3,0
David Warner,2020-01-08,Rajasthan Royals,"Wankhede Stadium, Mumbai",35,27,129.63,2,3
KL Rahul,2020-01-08,Chennai Super Kings,"Rajiv Gandhi International Stadium, Hyderabad",94,68,138.24,5,3
Ishan Kishan,2020-01-11,Mumbai Indians,"Rajiv Gandhi International Stadium, Hyderabad",16,15,106.67,0,0
Suresh Raina,2020-01-11,Mumbai Indians,"Sawai Mansingh Stadium, Jaipur",29,17,170.59,4,2
Sanju Samson,2020-01-14,Punjab Kings,"Rajiv Gandhi International Stadium, Hyderabad",28,24,116.67,2,2
Rishabh Pant,2020-01-14,Chennai Super Kings,"Eden Gardens, Kolkata",44,31,141.94,4,2
Glenn Maxwell,2020-01-14,Punjab Kings,"Rajiv Gandhi International Stadium, Hyderabad",51,36,141.67,5,2
Andre Russell,2020-01-20,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",41,24,170.83,2,3
Quinton de Kock,2020-01-20,Delhi Capitals,"Rajiv Gandhi International Stadium, Hyderabad",51,40,127.5,4,2
Rishabh Pant,2020-01-20,Delhi Capitals,"Arun Jaitley Stadium, Delhi",41,26,157.69,5,3
MS Dhoni,2020-01-26,Mumbai Indians,"Rajiv Gandhi International Stadium, Hyderabad",54,33,163.64,4,1
Sanju Samson,2020-01-26,Rajasthan Royals,"Wankhede Stadium, Mumbai",0,4,0.0,0,0
Dinesh Karthik,2020-01-26,Delhi Capitals,"M. Chinnaswamy Stadium, Bangalore",36,28,128.57,4,1
Faf du Plessis,2020-01-29,Mumbai Indians,"Arun Jaitley Stadium, Delhi",16,8,200.0,1,0
KL Rahul,2020-01-29,Delhi Capitals,"Eden Gardens, Kolkata",68,54,125.93,4,6
Dinesh Karthik,2020-01-29,Royal Challengers Bangalore,"Arun Jaitley Stadium, Delhi",11,7,157.14,1,0
Shubman Gill,2020-01-29,Punjab Kings,"M. Chinnaswamy Stadium, Bangalore",0,3,0.0,0,0
Ishan Kishan,2020-01-29,Chennai Super Kings,"M.A. Chidambaram Stadium, Chennai",25,17,147.06,2,0
Rishabh Pant,2020-02-01,Mumbai Indians,"Eden Gardens, Kolkata",71,50,142.0,6,2
Ambati Rayudu,2020-02-04,Rajasthan Royals,"Maharashtra Cricket Association Stadium, Pune",39,35,111.43,4,3
Rohit Sharma,2020-02-07,Kolkata Knight Riders,"Sawai Mansingh Stadium, Jaipur",0,1,0.0,0,0
Ishan Kishan,2020-02-10,Rajasthan Royals,"Rajiv Gandhi International Stadium, Hyderabad",35,24,145.83,3,1
Shubman Gill,2020-02-13,Rajasthan Royals,"IS Bindra Stadium, Mohali",37,25,148.0,1,2
Kieron Pollard,2020-02-13,Chennai Super Kings,"IS Bindra Stadium, Mohali",56,40,140.0,7,4
Andre Russell,2020-02-13,Chennai Super Kings,"Arun Jaitley Stadium, Delhi",13,7,185.71,1,0
Rishabh Pant,2020-02-16,Chennai Super Kings,"Eden Gardens, Kolkata",0,5,0.0,0,0
Rohit Sharma,2020-02-19,Delhi Capitals,"Eden Gardens, Kolkata",40,26,153.85,4,2
Virat Kohli,2020-02-19,Delhi Capitals,"M.A. Chidambaram Stadium, Chennai",86,60,143.33,11,4
Jos Buttler,2020-02-19,Kolkata Knight Riders,"Arun Jaitley Stadium, Delhi",57,36,158.33,6,4
Suresh Raina,2020-02-22,Kolkata Knight Riders,"Arun Jaitley Stadium, Delhi",47,36,130.56,4,2
Jos Buttler,2020-02-22,Royal Challengers Bangalore,"Arun Jaitley Stadium, Delhi",41,26,157.69,6,3
Kieron Pollard,2020-02-22,Rajasthan Royals,"Rajiv Gandhi International Stadium, Hyderabad",48,26,184.62,3,3
Glenn Maxwell,2020-02-22,Kolkata Knight Riders,"M. Chinnaswamy Stadium, Bangalore",34,18,188.89,4,2
Jos Buttler,2020-02-25,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",10,5,200.0,0,0
Virat Kohli,2020-02-25,Punjab Kings,"Eden Gardens, Kolkata",42,35,120.0,3,3
Suresh Raina,2020-02-28,Delhi Capitals,"Arun Jaitley Stadium, Delhi",30,20,150.0,2,0
AB de Villiers,2020-03-02,Mumbai Indians,"Eden Gardens, Kolkata",11,2,550.0,1,0
Jos Buttler,2020-03-05,Chennai Super Kings,"Eden Gardens, Kolkata",42,32,131.25,3,3
David Warner,2020-03-08,Punjab Kings,"Eden Gardens, Kolkata",81,59,137.29,11,6
MS Dhoni,2020-03-08,Delhi Capitals,"M. Chinnaswamy Stadium, Bangalore",37,22,168.18,2,1
Jos Buttler,2020-03-08,Delhi Capitals,"Eden Gardens, Kolkata",55,40,137.5,2,3
Glenn Maxwell,2020-03-11,Sunrisers Hyderabad,"DY Patil Stadium, Mumbai",11,11,100.0,1,0
Glenn Maxwell,2020-03-17,Rajasthan Royals,"Eden Gardens, Kolkata",0,1,0.0,0,0
David Warner,2020-03-20,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",82,54,151.85,7,4
Ambati Rayudu,2020-03-20,Kolkata Knight Riders,"Arun Jaitley Stadium, Delhi",0,1,0.0,0,0
Rishabh Pant,2020-03-23,Mumbai Indians,"DY Patil Stadium, Mumbai",33,23,143.48,2,1
Jos Buttler,2020-03-26,Sunrisers Hyderabad,"Sawai Mansingh Stadium, Jaipur",100,63,158.73,12,3
Ambati Rayudu,2020-03-29,Royal Challengers Bangalore,"DY Patil Stadium, Mumbai",22,11,200.0,3,0
Hardik Pandya,2020-03-29,Punjab Kings,"Rajiv Gandhi International Stadium, Hyderabad",29,22,131.82,2,2
David Warner,2020-04-01,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Hyderabad",94,69,136.23,10,8
Sanju Samson,2020-04-01,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Hyderabad",74,55,134.55,8,7
Kieron Pollard,2020-04-01,Delhi Capitals,"Wankhede Stadium, Mumbai",53,37,143.24,4,2
Kieron Pollard,2020-04-04,Delhi Capitals,"DY Patil Stadium, Mumbai",0,1,0.0,0,0
Kieron Pollard,2020-04-04,Punjab Kings,"IS Bindra Stadium, Mohali",27,19,142.11,1,0
Kieron Pollard,2020-04-07,Rajasthan Royals,"IS Bindra Stadium, Mohali",15,4,375.0,1,1
MS Dhoni,2020-04-10,Mumbai Indians,"M. Chinnaswamy Stadium, Bangalore",14,11,127.27,0,1
David Warner,2020-04-10,Chennai Super Kings,"M. Chinnaswamy Stadium, Bangalore",40,33,121.21,5,1
Dinesh Karthik,2020-04-13,Rajasthan Royals,"Maharashtra Cricket Association Stadium, Pune",3,1,300.0,0,0
Shubman Gill,2020-04-13,Rajasthan Royals,"Wankhede Stadium, Mumbai",59,48,122.92,5,1
Jos Buttler,2020-04-13,Chennai Super Kings,"Wankhede Stadium, Mumbai",51,31,164.52,3,3
Rishabh Pant,2020-04-13,Royal Challengers Bangalore,"Eden Gardens, Kolkata",54,38,142.11,6,2
Jos Buttler,2020-04-13,Delhi Capitals,"DY Patil Stadium, Mumbai",73,45,162.22,4,1
Quinton de Kock,2020-04-19,Punjab Kings,"Rajiv Gandhi International Stadium, Hyderabad",13,14,92.86,1,1
Andre Russell,2020-04-19,Royal Challengers Bangalore,"DY Patil Stadium, Mumbai",30,16,187.5,3,2
Sanju Samson,2020-04-19,Delhi Capitals,"Eden Gardens, Kolkata",53,36,147.22,2,4
